season,episode,speaker,Symptom,Test,Drug,Procedure,Intent,diagnosis_stage,Sarcasm,Emotion,Organ,correct_prediction,model_prediction,text,medical_entities,clean_text,label
7,17,House,cortical-based ganglionic degeneration,,,,açıklama,hipotez,0,nötr,,,,"Ya da kortikal kaynaklı ganglion dejenerasyonu, Huntington hastalığı ya da bir düzine genetik bozukluktan biri.","[{""text"":""cortical-based ganglionic degeneration"",""type"":""Disease""},{""text"":""Huntington's"",""type"":""Disease""}]",ya da kortikal kaynaklı ganglion dejenerasyonu huntington hastalığı ya da bir düzine genetik bozukluktan biri,525
7,17,House,huntington's,,,,açıklama,hipotez,0,nötr,,,,"Ya da kortikal kaynaklı ganglion dejenerasyonu, Huntington hastalığı ya da bir düzine genetik bozukluktan biri.","[{""text"":""cortical-based ganglionic degeneration"",""type"":""Disease""},{""text"":""Huntington's"",""type"":""Disease""}]",ya da kortikal kaynaklı ganglion dejenerasyonu huntington hastalığı ya da bir düzine genetik bozukluktan biri,1013
7,17,House,serebellar ataksi,,,,açıklama,değerlendirme,0,nötr,beyincik,,,serebellar ataksi.,"[{""text"":""serebellar ataksi"",""type"":""Disease""},{""text"":""beyincik"",""type"":""Anatomy""}]",serebellar ataksi,1981
7,17,House,serebellar ataksi,,,,açıklama,hipotez,0,nötr,,,,Bardağı tam önündeyken iki kez ıskaladı. Bu da listeyi tek bir şeye indiriyor... Early-onset Parkinson's.,"[{""text"":""serebellar ataksi"",""type"":""Disease""},{""text"":""Early-onset Parkinson's"",""type"":""Disease""}]",bardağı tam önündeyken iki kez ıskaladı bu da listeyi tek bir şeye indiriyor early onset parkinson s,1981
7,17,House,early-onset parkinson's,,,,açıklama,hipotez,0,nötr,,,,Bardağı tam önündeyken iki kez ıskaladı. Bu da listeyi tek bir şeye indiriyor... Early-onset Parkinson's.,"[{""text"":""serebellar ataksi"",""type"":""Disease""},{""text"":""Early-onset Parkinson's"",""type"":""Disease""}]",bardağı tam önündeyken iki kez ıskaladı bu da listeyi tek bir şeye indiriyor early onset parkinson s,677
7,17,Danny,baş dönmesi,,,,açıklama,değerlendirme,0,kötü,,,,Başım dönüyor.,"[{""text"":""baş dönmesi"",""type"":""Symptom""}]",başım dönüyor,362
7,17,Masters,bilinç kaybı,,CPR,crash cart,açıklama,acil,0,acil,kalp,,,Crash cart getirin!,"[{""text"":""bilinç kaybı"",""type"":""Symptom""},{""text"":""CPR"",""type"":""Procedure""},{""text"":""crash cart"",""type"":""Procedure""},{""text"":""kalp"",""type"":""Anatomy""}]",crash cart getirin,412
7,17,Masters,kalp dilatasyonu,,,,açıklama,değerlendirme,0,acil,kalp,,,Kalbi dilate olmuş ve iflas ediyor.,"[{""text"":""kalp dilatasyonu"",""type"":""Disease""},{""text"":""kalp yetmezliği"",""type"":""Disease""},{""text"":""kalp"",""type"":""Anatomy""}]",kalbi dilate olmuş ve iflas ediyor,1147
7,17,Masters,kalp yetmezliği,,,,açıklama,değerlendirme,0,acil,kalp,,,Kalbi dilate olmuş ve iflas ediyor.,"[{""text"":""kalp dilatasyonu"",""type"":""Disease""},{""text"":""kalp yetmezliği"",""type"":""Disease""},{""text"":""kalp"",""type"":""Anatomy""}]",kalbi dilate olmuş ve iflas ediyor,1172
7,17,House,koku bozukluğu,,"Vicodin, Clozapine, Levodopa",I.V.,açıklama,değerlendirme,0,nötr,kalp,,,"Birkaç aydır sadece koku bozukluğu vardı. Sonra biz aldık, pat diye tünel görüşü, periferik polinöropati, serebellar ataksi ve şimdi de kardiyomiyopati çıktı.","[{""text"":""koku bozukluğu"",""type"":""Symptom""},{""text"":""tünel görüşü"",""type"":""Symptom""},{""text"":""periferik polinöropati"",""type"":""Disease""},{""text"":""serebellar ataksi"",""type"":""Disease""},{""text"":""kardiyomiyopati"",""type"":""Disease""},{""text"":""Vicodin"",""type"":""Drug""},{""text"":""Clozapine"",""type"":""Drug""},{""text"":""Levodopa"",""type"":""Drug""},{""text"":""I.V."",""type"":""Procedure""},{""text"":""kalp"",""type"":""Anatomy""}]",birkaç aydır sadece koku bozukluğu vardı sonra biz aldık pat diye tünel görüşü periferik polinöropati serebellar ataksi ve şimdi de kardiyomiyopati çıktı,1355
7,17,House,tünel görüşü,,"Vicodin, Clozapine, Levodopa",I.V.,açıklama,değerlendirme,0,nötr,kalp,,,"Birkaç aydır sadece koku bozukluğu vardı. Sonra biz aldık, pat diye tünel görüşü, periferik polinöropati, serebellar ataksi ve şimdi de kardiyomiyopati çıktı.","[{""text"":""koku bozukluğu"",""type"":""Symptom""},{""text"":""tünel görüşü"",""type"":""Symptom""},{""text"":""periferik polinöropati"",""type"":""Disease""},{""text"":""serebellar ataksi"",""type"":""Disease""},{""text"":""kardiyomiyopati"",""type"":""Disease""},{""text"":""Vicodin"",""type"":""Drug""},{""text"":""Clozapine"",""type"":""Drug""},{""text"":""Levodopa"",""type"":""Drug""},{""text"":""I.V."",""type"":""Procedure""},{""text"":""kalp"",""type"":""Anatomy""}]",birkaç aydır sadece koku bozukluğu vardı sonra biz aldık pat diye tünel görüşü periferik polinöropati serebellar ataksi ve şimdi de kardiyomiyopati çıktı,2217
7,17,House,periferik polinöropati,,"Vicodin, Clozapine, Levodopa",I.V.,açıklama,değerlendirme,0,nötr,kalp,,,"Birkaç aydır sadece koku bozukluğu vardı. Sonra biz aldık, pat diye tünel görüşü, periferik polinöropati, serebellar ataksi ve şimdi de kardiyomiyopati çıktı.","[{""text"":""koku bozukluğu"",""type"":""Symptom""},{""text"":""tünel görüşü"",""type"":""Symptom""},{""text"":""periferik polinöropati"",""type"":""Disease""},{""text"":""serebellar ataksi"",""type"":""Disease""},{""text"":""kardiyomiyopati"",""type"":""Disease""},{""text"":""Vicodin"",""type"":""Drug""},{""text"":""Clozapine"",""type"":""Drug""},{""text"":""Levodopa"",""type"":""Drug""},{""text"":""I.V."",""type"":""Procedure""},{""text"":""kalp"",""type"":""Anatomy""}]",birkaç aydır sadece koku bozukluğu vardı sonra biz aldık pat diye tünel görüşü periferik polinöropati serebellar ataksi ve şimdi de kardiyomiyopati çıktı,1794
7,17,House,serebellar ataksi,,"Vicodin, Clozapine, Levodopa",I.V.,açıklama,değerlendirme,0,nötr,kalp,,,"Birkaç aydır sadece koku bozukluğu vardı. Sonra biz aldık, pat diye tünel görüşü, periferik polinöropati, serebellar ataksi ve şimdi de kardiyomiyopati çıktı.","[{""text"":""koku bozukluğu"",""type"":""Symptom""},{""text"":""tünel görüşü"",""type"":""Symptom""},{""text"":""periferik polinöropati"",""type"":""Disease""},{""text"":""serebellar ataksi"",""type"":""Disease""},{""text"":""kardiyomiyopati"",""type"":""Disease""},{""text"":""Vicodin"",""type"":""Drug""},{""text"":""Clozapine"",""type"":""Drug""},{""text"":""Levodopa"",""type"":""Drug""},{""text"":""I.V."",""type"":""Procedure""},{""text"":""kalp"",""type"":""Anatomy""}]",birkaç aydır sadece koku bozukluğu vardı sonra biz aldık pat diye tünel görüşü periferik polinöropati serebellar ataksi ve şimdi de kardiyomiyopati çıktı,1981
7,17,House,kardiyomiyopati,,"Vicodin, Clozapine, Levodopa",I.V.,açıklama,değerlendirme,0,nötr,kalp,,,"Birkaç aydır sadece koku bozukluğu vardı. Sonra biz aldık, pat diye tünel görüşü, periferik polinöropati, serebellar ataksi ve şimdi de kardiyomiyopati çıktı.","[{""text"":""koku bozukluğu"",""type"":""Symptom""},{""text"":""tünel görüşü"",""type"":""Symptom""},{""text"":""periferik polinöropati"",""type"":""Disease""},{""text"":""serebellar ataksi"",""type"":""Disease""},{""text"":""kardiyomiyopati"",""type"":""Disease""},{""text"":""Vicodin"",""type"":""Drug""},{""text"":""Clozapine"",""type"":""Drug""},{""text"":""Levodopa"",""type"":""Drug""},{""text"":""I.V."",""type"":""Procedure""},{""text"":""kalp"",""type"":""Anatomy""}]",birkaç aydır sadece koku bozukluğu vardı sonra biz aldık pat diye tünel görüşü periferik polinöropati serebellar ataksi ve şimdi de kardiyomiyopati çıktı,1260
7,17,Chase,alerjik reaksiyon,,"Vicodin, Clozapine, Levodopa",I.V.,hipotez,hipotez,0,nötr,,,,"Alerjik reaksiyon olabilir mi? Ona Vicodin, Clozapine ve bir I.V. torba Levodopa verdik.","[{""text"":""alerjik reaksiyon"",""type"":""Disease""},{""text"":""Vicodin"",""type"":""Drug""},{""text"":""Clozapine"",""type"":""Drug""},{""text"":""Levodopa"",""type"":""Drug""},{""text"":""I.V."",""type"":""Procedure""}]",alerjik reaksiyon olabilir mi ona vicodin clozapine ve bir i v torba levodopa verdik,87
7,17,House,adult refsum hastalığı,,,,açıklama,kesin_tanı,0,nötr,kan,,,Adult Refsum hastalığı. Tüm belirtilere uyuyor. Vücudu phytanic acid ve chlorophyll'i işleyemiyor.,"[{""text"":""Adult Refsum hastalığı"",""type"":""Disease""},{""text"":""phytanic acid"",""type"":""Disease""},{""text"":""chlorophyll"",""type"":""Disease""},{""text"":""kan"",""type"":""Anatomy""}]",adult refsum hastalığı tüm belirtilere uyuyor vücudu phytanic acid ve chlorophyll i işleyemiyor,26
7,18,Masters,hemoptizi,,,,açıklama,hipotez,0,nötr,göğüs,,,"Erkek hasta hemoptizi, baş ağrısı, üşüme ve göğüs ağrısıyla geldi.","[{""text"":""hemoptizi"",""type"":""Symptom""},{""text"":""baş ağrısı"",""type"":""Symptom""},{""text"":""üşüme"",""type"":""Symptom""},{""text"":""göğüs ağrısı"",""type"":""Symptom""},{""text"":""göğüs"",""type"":""Anatomy""}]",erkek hasta hemoptizi baş ağrısı üşüme ve göğüs ağrısıyla geldi,936
7,18,Masters,baş ağrısı,,,,açıklama,hipotez,0,nötr,göğüs,,,"Erkek hasta hemoptizi, baş ağrısı, üşüme ve göğüs ağrısıyla geldi.","[{""text"":""hemoptizi"",""type"":""Symptom""},{""text"":""baş ağrısı"",""type"":""Symptom""},{""text"":""üşüme"",""type"":""Symptom""},{""text"":""göğüs ağrısı"",""type"":""Symptom""},{""text"":""göğüs"",""type"":""Anatomy""}]",erkek hasta hemoptizi baş ağrısı üşüme ve göğüs ağrısıyla geldi,359
7,18,Masters,üşüme,,,,açıklama,hipotez,0,nötr,göğüs,,,"Erkek hasta hemoptizi, baş ağrısı, üşüme ve göğüs ağrısıyla geldi.","[{""text"":""hemoptizi"",""type"":""Symptom""},{""text"":""baş ağrısı"",""type"":""Symptom""},{""text"":""üşüme"",""type"":""Symptom""},{""text"":""göğüs ağrısı"",""type"":""Symptom""},{""text"":""göğüs"",""type"":""Anatomy""}]",erkek hasta hemoptizi baş ağrısı üşüme ve göğüs ağrısıyla geldi,2421
7,18,Masters,göğüs ağrısı,,,,açıklama,hipotez,0,nötr,göğüs,,,"Erkek hasta hemoptizi, baş ağrısı, üşüme ve göğüs ağrısıyla geldi.","[{""text"":""hemoptizi"",""type"":""Symptom""},{""text"":""baş ağrısı"",""type"":""Symptom""},{""text"":""üşüme"",""type"":""Symptom""},{""text"":""göğüs ağrısı"",""type"":""Symptom""},{""text"":""göğüs"",""type"":""Anatomy""}]",erkek hasta hemoptizi baş ağrısı üşüme ve göğüs ağrısıyla geldi,876
7,18,House,kanama,,,,açıklama,hipotez,0,nötr,burun,,,"Bu epistaksis. Burun kanaması. Kan akciğere iner, o da geri öksürür. Diğer belirtileri de grip açıklar.","[{""text"":""epistaksis"",""type"":""Disease""},{""text"":""burun kanaması"",""type"":""Symptom""},{""text"":""burun"",""type"":""Anatomy""},{""text"":""akciğer"",""type"":""Anatomy""},{""text"":""grip"",""type"":""Disease""}]",bu epistaksis burun kanaması kan akciğere iner o da geri öksürür diğer belirtileri de grip açıklar,1209
7,18,House,kanama,,,,soru,hipotez,0,nötr,burun,,,Burun kanaman oluyor mu?,"[{""text"":""burun kanaması"",""type"":""Symptom""},{""text"":""burun"",""type"":""Anatomy""}]",burun kanaman oluyor mu,1209
7,18,Hasta,kanama,,,,açıklama,hipotez,0,nötr,burun,,,Evet.,"[{""text"":""burun kanaması"",""type"":""Symptom""},{""text"":""burun"",""type"":""Anatomy""}]",evet,1209
7,18,House,kanama,,,,soru,hipotez,0,nötr,burun,,,Kanın oradan geldiğini mi düşünüyorsun?,"[{""text"":""burun kanaması"",""type"":""Symptom""},{""text"":""burun"",""type"":""Anatomy""}]",kanın oradan geldiğini mi düşünüyorsun,1209
7,18,House,serratia enfeksiyonu,,Levaquin,,hipotez,kesin_tanı,0,nötr,akciğer,,,Kirli spor salonu duşu serratia enfeksiyonu demek. Akciğerlerin kırmızı bakteriyle dolu. Ona Levaquin başlayın.,"[{""text"":""serratia enfeksiyonu"",""type"":""Disease""},{""text"":""Levaquin"",""type"":""Drug""},{""text"":""akciğer"",""type"":""Anatomy""}]",kirli spor salonu duşu serratia enfeksiyonu demek akciğerlerin kırmızı bakteriyle dolu ona levaquin başlayın,1991
7,18,Foreman,beyin hasarı,,,,hipotez,hipotez,0,nötr,beyin,,,İstifçilik beyin hasarı ya da erken başlangıçlı Alzheimer nedeniyle olabilir.,"[{""text"":""istifçilik"",""type"":""Disease""},{""text"":""beyin hasarı"",""type"":""Disease""},{""text"":""erken başlangıçlı Alzheimer"",""type"":""Disease""},{""text"":""beyin"",""type"":""Anatomy""}]",i stifçilik beyin hasarı ya da erken başlangıçlı alzheimer nedeniyle olabilir,388
7,18,Foreman,erken başlangıçlı alzheimer,,,,hipotez,hipotez,0,nötr,beyin,,,İstifçilik beyin hasarı ya da erken başlangıçlı Alzheimer nedeniyle olabilir.,"[{""text"":""istifçilik"",""type"":""Disease""},{""text"":""beyin hasarı"",""type"":""Disease""},{""text"":""erken başlangıçlı Alzheimer"",""type"":""Disease""},{""text"":""beyin"",""type"":""Anatomy""}]",i stifçilik beyin hasarı ya da erken başlangıçlı alzheimer nedeniyle olabilir,748
7,18,Thirteen,aspergilloz,,,,hipotez,hipotez,0,nötr,"göğüs, akciğer",,,"aspergilloz. Kan tükürmesini açıklar, küçük aspergillomalar oluştuysa baş ağrısı ve göğüs ağrısını da açıklar.","[{""text"":""aspergilloz"",""type"":""Disease""},{""text"":""hemoptizi"",""type"":""Symptom""},{""text"":""aspergilloma"",""type"":""Disease""},{""text"":""baş ağrısı"",""type"":""Symptom""},{""text"":""göğüs ağrısı"",""type"":""Symptom""},{""text"":""göğüs"",""type"":""Anatomy""},{""text"":""akciğer"",""type"":""Anatomy""}]",aspergilloz kan tükürmesini açıklar küçük aspergillomalar oluştuysa baş ağrısı ve göğüs ağrısını da açıklar,258
7,18,Thirteen,hemoptizi,,,,hipotez,hipotez,0,nötr,"göğüs, akciğer",,,"aspergilloz. Kan tükürmesini açıklar, küçük aspergillomalar oluştuysa baş ağrısı ve göğüs ağrısını da açıklar.","[{""text"":""aspergilloz"",""type"":""Disease""},{""text"":""hemoptizi"",""type"":""Symptom""},{""text"":""aspergilloma"",""type"":""Disease""},{""text"":""baş ağrısı"",""type"":""Symptom""},{""text"":""göğüs ağrısı"",""type"":""Symptom""},{""text"":""göğüs"",""type"":""Anatomy""},{""text"":""akciğer"",""type"":""Anatomy""}]",aspergilloz kan tükürmesini açıklar küçük aspergillomalar oluştuysa baş ağrısı ve göğüs ağrısını da açıklar,936
7,18,Thirteen,baş ağrısı,,,,hipotez,hipotez,0,nötr,"göğüs, akciğer",,,"aspergilloz. Kan tükürmesini açıklar, küçük aspergillomalar oluştuysa baş ağrısı ve göğüs ağrısını da açıklar.","[{""text"":""aspergilloz"",""type"":""Disease""},{""text"":""hemoptizi"",""type"":""Symptom""},{""text"":""aspergilloma"",""type"":""Disease""},{""text"":""baş ağrısı"",""type"":""Symptom""},{""text"":""göğüs ağrısı"",""type"":""Symptom""},{""text"":""göğüs"",""type"":""Anatomy""},{""text"":""akciğer"",""type"":""Anatomy""}]",aspergilloz kan tükürmesini açıklar küçük aspergillomalar oluştuysa baş ağrısı ve göğüs ağrısını da açıklar,359
7,18,Thirteen,göğüs ağrısı,,,,hipotez,hipotez,0,nötr,"göğüs, akciğer",,,"aspergilloz. Kan tükürmesini açıklar, küçük aspergillomalar oluştuysa baş ağrısı ve göğüs ağrısını da açıklar.","[{""text"":""aspergilloz"",""type"":""Disease""},{""text"":""hemoptizi"",""type"":""Symptom""},{""text"":""aspergilloma"",""type"":""Disease""},{""text"":""baş ağrısı"",""type"":""Symptom""},{""text"":""göğüs ağrısı"",""type"":""Symptom""},{""text"":""göğüs"",""type"":""Anatomy""},{""text"":""akciğer"",""type"":""Anatomy""}]",aspergilloz kan tükürmesini açıklar küçük aspergillomalar oluştuysa baş ağrısı ve göğüs ağrısını da açıklar,876
7,18,Doktor,aspergilloz,,antifungal,,,,0,nötr,,,,aspergilloz olduğunu düşünüyoruz. Antifungallerle tedavi edilebilir.,"[{""text"":""aspergilloz"",""type"":""Disease""},{""text"":""antifungal"",""type"":""Drug""}]",aspergilloz olduğunu düşünüyoruz antifungallerle tedavi edilebilir,258
7,18,Foreman,aspergilloz,,,psikiyatri değerlendirmesi,açıklama,hipotez,0,nötr,,,,Psikiyatri değerlendirmesi de isteyeceğiz.,"[{""text"":""psikiyatri değerlendirmesi"",""type"":""Test""}]",psikiyatri değerlendirmesi de isteyeceğiz,258
7,18,Chase,oksijen ihtiyacı,,,,açıklama,değerlendirme,0,nötr,,,,aspergillozi yok. Ağrısı arttı ve şimdi oksijene ihtiyacı var.,"[{""text"":""ağrı artışı"",""type"":""Symptom""},{""text"":""oksijen ihtiyacı"",""type"":""Symptom""}]",aspergillozi yok ağrısı arttı ve şimdi oksijene ihtiyacı var,1685
7,18,Chase,ağrı artışı,,,,açıklama,değerlendirme,0,nötr,,,,aspergillozi yok. Ağrısı arttı ve şimdi oksijene ihtiyacı var.,"[{""text"":""ağrı artışı"",""type"":""Symptom""},{""text"":""oksijen ihtiyacı"",""type"":""Symptom""}]",aspergillozi yok ağrısı arttı ve şimdi oksijene ihtiyacı var,293
7,18,Foreman,toksin maruziyeti,,,,hipotez,hipotez,0,nötr,,,,O evde her türlü toksin vardır.,"[{""text"":""toksin maruziyeti"",""type"":""Disease""}]",o evde her türlü toksin vardır,2169
7,18,Chase,karbonmonoksit maruziyeti,,,,hipotez,hipotez,0,nötr,akciğer,,,"Taşınabilir gazlı ısıtıcı kullanıyordur, o da karbonmonoksit yayar.","[{""text"":""karbonmonoksit maruziyeti"",""type"":""Disease""},{""text"":""akciğer"",""type"":""Anatomy""}]",taşınabilir gazlı ısıtıcı kullanıyordur o da karbonmonoksit yayar,1252
7,18,House,vazodilatasyon,,,,açıklama,hipotez,0,nötr,akciğer,,,Karbonmonoksit vazodilatördür. Düşük düzey maruziyet aslında akciğer kapasitesini artırıyordu. Buraya getirince kötüleşti.,"[{""text"":""vazodilatasyon"",""type"":""Disease""},{""text"":""akciğer"",""type"":""Anatomy""}]",karbonmonoksit vazodilatördür düşük düzey maruziyet aslında akciğer kapasitesini artırıyordu buraya getirince kötüleşti,2260
7,18,Masters,q ateşi,,,,hipotez,hipotez,0,nötr,,,,Bu rakun dışkısından geliyor olabilir. Q ateşi uyuyor.,"[{""text"":""Q ateşi"",""type"":""Disease""},{""text"":""rakun dışkısı"",""type"":""Disease""}]",bu rakun dışkısından geliyor olabilir q ateşi uyuyor,1899
7,18,Doktorlar,q ateşi,,Doksisiklin,,hipotez,,0,nötr,,,,İkinizde de Q ateşi olduğunu düşünüyoruz. Rakun dışkısı bulduk. Doksisiklin başlayacağız.,"[{""text"":""Q ateşi"",""type"":""Disease""},{""text"":""Doksisiklin"",""type"":""Drug""},{""text"":""rakun dışkısı"",""type"":""Disease""}]",i kinizde de q ateşi olduğunu düşünüyoruz rakun dışkısı bulduk doksisiklin başlayacağız,1899
7,18,Doktor,solunum bulguları,,,,açıklama,değerlendirme,0,nötr,akciğer,,,Akciğerlerin epey toparladı. Solunum sayın normal. Ateşin normal.,"[{""text"":""solunum sayısı"",""type"":""Symptom""},{""text"":""ateş"",""type"":""Symptom""},{""text"":""akciğer"",""type"":""Anatomy""}]",akciğerlerin epey toparladı solunum sayın normal ateşin normal,2043
7,18,Doktor,ateş,,,,açıklama,değerlendirme,0,nötr,akciğer,,,Akciğerlerin epey toparladı. Solunum sayın normal. Ateşin normal.,"[{""text"":""solunum sayısı"",""type"":""Symptom""},{""text"":""ateş"",""type"":""Symptom""},{""text"":""akciğer"",""type"":""Anatomy""}]",akciğerlerin epey toparladı solunum sayın normal ateşin normal,268
7,18,Doktor,kalp krizi,,,,açıklama,değerlendirme,0,acil,kalp,,,Kalbinde bir sorun var. Kalp krizi geçirdi.,"[{""text"":""kalp krizi"",""type"":""Disease""},{""text"":""kalp"",""type"":""Anatomy""}]",kalbinde bir sorun var kalp krizi geçirdi,1159
7,18,Masters,q ateşi,,,,açıklama,hipotez,0,nötr,kalp,,,"Q ateşi komplikasyon olarak konjestif kalp yetmezliği yapar, miyokard enfarktüsü değil.","[{""text"":""Q ateşi"",""type"":""Disease""},{""text"":""konjestif kalp yetmezliği"",""type"":""Disease""},{""text"":""miyokard enfarktüsü"",""type"":""Disease""},{""text"":""kalp"",""type"":""Anatomy""}]",q ateşi komplikasyon olarak konjestif kalp yetmezliği yapar miyokard enfarktüsü değil,1899
7,18,Masters,konjestif kalp yetmezliği,,,,açıklama,hipotez,0,nötr,kalp,,,"Q ateşi komplikasyon olarak konjestif kalp yetmezliği yapar, miyokard enfarktüsü değil.","[{""text"":""Q ateşi"",""type"":""Disease""},{""text"":""konjestif kalp yetmezliği"",""type"":""Disease""},{""text"":""miyokard enfarktüsü"",""type"":""Disease""},{""text"":""kalp"",""type"":""Anatomy""}]",q ateşi komplikasyon olarak konjestif kalp yetmezliği yapar miyokard enfarktüsü değil,1368
7,18,Masters,kalp krizi,,,,açıklama,hipotez,0,nötr,kalp,,,"Q ateşi komplikasyon olarak konjestif kalp yetmezliği yapar, miyokard enfarktüsü değil.","[{""text"":""Q ateşi"",""type"":""Disease""},{""text"":""konjestif kalp yetmezliği"",""type"":""Disease""},{""text"":""miyokard enfarktüsü"",""type"":""Disease""},{""text"":""kalp"",""type"":""Anatomy""}]",q ateşi komplikasyon olarak konjestif kalp yetmezliği yapar miyokard enfarktüsü değil,1159
7,18,House,istifçilik,,,,açıklama,hipotez,0,nötr,,,,"Tanı X istifçiliğe neden oldu, istifçilik de rakunlar gelince Q ateşine yol açtı. Şimdi X'i çözmemiz gerekiyor.","[{""text"":""istifçilik"",""type"":""Disease""},{""text"":""Q ateşi"",""type"":""Disease""}]",tanı x istifçiliğe neden oldu istifçilik de rakunlar gelince q ateşine yol açtı şimdi x i çözmemiz gerekiyor,1099
7,18,House,q ateşi,,,,açıklama,hipotez,0,nötr,,,,"Tanı X istifçiliğe neden oldu, istifçilik de rakunlar gelince Q ateşine yol açtı. Şimdi X'i çözmemiz gerekiyor.","[{""text"":""istifçilik"",""type"":""Disease""},{""text"":""Q ateşi"",""type"":""Disease""}]",tanı x istifçiliğe neden oldu istifçilik de rakunlar gelince q ateşine yol açtı şimdi x i çözmemiz gerekiyor,1899
7,18,Chase,hidrojen sülfür maruziyeti,,,,hipotez,hipotez,0,nötr,"kalp, akciğer",,,"Hidrojen sülfür, çürük yiyeceklerden ve yumurtadan çıkar. Uzun süreli maruziyet akciğer sorunlarına, baş ağrısına, hatta kalp krizine yol açabilir.","[{""text"":""hidrojen sülfür maruziyeti"",""type"":""Disease""},{""text"":""akciğer sorunları"",""type"":""Symptom""},{""text"":""baş ağrısı"",""type"":""Symptom""},{""text"":""kalp krizi"",""type"":""Disease""},{""text"":""kalp"",""type"":""Anatomy""},{""text"":""akciğer"",""type"":""Anatomy""}]",hidrojen sülfür çürük yiyeceklerden ve yumurtadan çıkar uzun süreli maruziyet akciğer sorunlarına baş ağrısına hatta kalp krizine yol açabilir,957
7,18,Chase,akciğer sorunları,,,,hipotez,hipotez,0,nötr,"kalp, akciğer",,,"Hidrojen sülfür, çürük yiyeceklerden ve yumurtadan çıkar. Uzun süreli maruziyet akciğer sorunlarına, baş ağrısına, hatta kalp krizine yol açabilir.","[{""text"":""hidrojen sülfür maruziyeti"",""type"":""Disease""},{""text"":""akciğer sorunları"",""type"":""Symptom""},{""text"":""baş ağrısı"",""type"":""Symptom""},{""text"":""kalp krizi"",""type"":""Disease""},{""text"":""kalp"",""type"":""Anatomy""},{""text"":""akciğer"",""type"":""Anatomy""}]",hidrojen sülfür çürük yiyeceklerden ve yumurtadan çıkar uzun süreli maruziyet akciğer sorunlarına baş ağrısına hatta kalp krizine yol açabilir,52
7,18,Chase,baş ağrısı,,,,hipotez,hipotez,0,nötr,"kalp, akciğer",,,"Hidrojen sülfür, çürük yiyeceklerden ve yumurtadan çıkar. Uzun süreli maruziyet akciğer sorunlarına, baş ağrısına, hatta kalp krizine yol açabilir.","[{""text"":""hidrojen sülfür maruziyeti"",""type"":""Disease""},{""text"":""akciğer sorunları"",""type"":""Symptom""},{""text"":""baş ağrısı"",""type"":""Symptom""},{""text"":""kalp krizi"",""type"":""Disease""},{""text"":""kalp"",""type"":""Anatomy""},{""text"":""akciğer"",""type"":""Anatomy""}]",hidrojen sülfür çürük yiyeceklerden ve yumurtadan çıkar uzun süreli maruziyet akciğer sorunlarına baş ağrısına hatta kalp krizine yol açabilir,359
7,18,Chase,kalp krizi,,,,hipotez,hipotez,0,nötr,"kalp, akciğer",,,"Hidrojen sülfür, çürük yiyeceklerden ve yumurtadan çıkar. Uzun süreli maruziyet akciğer sorunlarına, baş ağrısına, hatta kalp krizine yol açabilir.","[{""text"":""hidrojen sülfür maruziyeti"",""type"":""Disease""},{""text"":""akciğer sorunları"",""type"":""Symptom""},{""text"":""baş ağrısı"",""type"":""Symptom""},{""text"":""kalp krizi"",""type"":""Disease""},{""text"":""kalp"",""type"":""Anatomy""},{""text"":""akciğer"",""type"":""Anatomy""}]",hidrojen sülfür çürük yiyeceklerden ve yumurtadan çıkar uzun süreli maruziyet akciğer sorunlarına baş ağrısına hatta kalp krizine yol açabilir,1159
7,18,House,hidrojen sülfür maruziyeti,hidrojen sülfür testi,,,açıklama,hipotez,0,nötr,,,,Mekânda hidrojen sülfür testi yapmadık.,"[{""text"":""hidrojen sülfür maruziyeti"",""type"":""Disease""},{""text"":""hidrojen sülfür testi"",""type"":""Test""}]",mekânda hidrojen sülfür testi yapmadık,957
7,18,Masters,kısırlık,hormon paneli,,,hipotez,test,0,nötr,,,,Çocukları olmuyormuş. Tam hormon paneli çalışmalıyız.,"[{""text"":""kısırlık"",""type"":""Disease""},{""text"":""hormon paneli"",""type"":""Test""}]",çocukları olmuyormuş tam hormon paneli çalışmalıyız,1436
7,18,Thirteen,ehlers-danlos sendromu,,,,hipotez,kesin_tanı,0,nötr,,,,Ehlers-Danlos sendromu olduğunu düşünüyoruz. Belirtileri açıklar. Ayrıca düşüklere de neden olur.,"[{""text"":""Ehlers-Danlos sendromu"",""type"":""Disease""},{""text"":""düşük"",""type"":""Disease""}]",ehlers danlos sendromu olduğunu düşünüyoruz belirtileri açıklar ayrıca düşüklere de neden olur,685
7,18,Thirteen,düşük,,,,hipotez,kesin_tanı,0,nötr,,,,Ehlers-Danlos sendromu olduğunu düşünüyoruz. Belirtileri açıklar. Ayrıca düşüklere de neden olur.,"[{""text"":""Ehlers-Danlos sendromu"",""type"":""Disease""},{""text"":""düşük"",""type"":""Disease""}]",ehlers danlos sendromu olduğunu düşünüyoruz belirtileri açıklar ayrıca düşüklere de neden olur,653
7,18,Doktor,düşük,,,,açıklama,değerlendirme,0,nötr,,,,Üç kez düşük yapmışsın. Düşükler istifçiliği tetikledi. İstifçilik de seni hasta etti.,"[{""text"":""düşük"",""type"":""Disease""},{""text"":""istifçilik"",""type"":""Disease""}]",üç kez düşük yapmışsın düşükler istifçiliği tetikledi i stifçilik de seni hasta etti,653
